date,stock,strategy,operation,price,size,capital,profit_gross,profit_net
2021-07-22,TSLA,SMAStrategy10,SELL,218.81333923339844,-48,107577.45675997686,,
2021-07-22,AAPL,SMAStrategy10,TRADE_CLOSE,,0,107577.45675997686,29.62621173813386,29.62621173813386
2021-07-22,TSLA,SMAStrategy10,TRADE_CLOSE,,0,107577.45675997686,-50.719482421875,-50.719482421875
2021-07-23,AAPL,SMAStrategy10,BUY,144.09187799846512,75,109351.87630437908,,
2021-07-27,TSLA,SMAStrategy10,BUY,221.13333129882812,49,108136.6498486906,,
2021-07-28,AAPL,SMAStrategy10,SELL,141.41609361273288,-75,108910.09785170123,,
2021-07-28,TSLA,SMAStrategy10,SELL,215.6666717529297,-49,108910.09785170123,,
2021-07-28,AAPL,SMAStrategy10,TRADE_CLOSE,,0,108910.09785170123,-200.6838289299182,-200.6838289299182
2021-07-28,TSLA,SMAStrategy10,TRADE_CLOSE,,0,108910.09785170123,-267.86631774902344,-267.86631774902344
2021-07-30,TSLA,SMAStrategy30,BUY,223.9199981689453,48,108977.92103285357,,
2021-07-30,TSLA,SMAStrategy10,BUY,223.9199981689453,48,108977.92103285357,,
2021-08-03,MSFT,SMAStrategy10,TRADE_CLOSE,,0,110233.74424825778,59.40047793320639,59.40047793320639
2021-08-03,MSFT,SMAStrategy10,SELL,275.13644497004975,-39,110233.74424825778,,
2021-08-04,AAPL,SMAStrategy10,BUY,143.81842770211748,76,110041.50995993787,,
2021-08-09,AAPL,SMAStrategy10,SELL,142.9874052395685,-76,110633.86519710992,,
2021-08-09,AAPL,SMAStrategy10,TRADE_CLOSE,,0,110633.86519710992,-63.15770715372298,-63.15770715372298
2021-08-10,AAPL,SMAStrategy10,BUY,143.22214257955443,77,110239.15795407993,,
2021-08-11,AAPL,SMAStrategy10,TRADE_CLOSE,,0,110130.17816229939,-29.36959096286708,-29.36959096286708
2021-08-11,AAPL,SMAStrategy10,SELL,142.84071932029642,-77,110130.17816229939,,
2021-08-13,AAPL,SMAStrategy10,BUY,145.69652128952967,76,111512.69637119943,,
2021-08-17,TSLA,SMAStrategy10,TRADE_CLOSE,,0,109892.48726475413,14.400146484375,14.400146484375
2021-08-17,TSLA,SMAStrategy10,SELL,224.22000122070312,-48,109892.48726475413,,
2021-08-18,TSLA,SMAStrategy30,SELL,223.25,-48,109016.43273987656,,
2021-08-18,GOOGL,SMAStrategy10,TRADE_CLOSE,,0,109016.43273987656,721.6515575001199,721.6515575001199
2021-08-18,TSLA,SMAStrategy30,TRADE_CLOSE,,0,109016.43273987656,-32.159912109375,-32.159912109375
2021-08-18,GOOGL,SMAStrategy10,SELL,135.47638678008008,-84,109016.43273987656,,
2021-08-19,AAPL,SMAStrategy30,SELL,141.8430932126771,-80,109244.89279631298,,
2021-08-19,TSLA,SMAStrategy30,BUY,226.07000732421875,47,109244.89279631298,,
2021-08-19,AAPL,SMAStrategy30,TRADE_CLOSE,,0,109244.89279631298,1361.5066643307,1361.5066643307
2021-08-19,AAPL,SMAStrategy10,TRADE_CLOSE,,0,109244.89279631298,-292.86053384079503,-292.86053384079503
2021-08-19,AAPL,SMAStrategy10,SELL,141.8430932126771,-76,109244.89279631298,,
2021-08-20,AAPL,SMAStrategy30,BUY,144.2001353891238,76,110329.22018068976,,
2021-08-20,TSLA,SMAStrategy30,SELL,227.61666870117188,-47,110329.22018068976,,
2021-08-20,TSLA,SMAStrategy30,TRADE_CLOSE,,0,110329.22018068976,72.69308471679688,72.69308471679688
2021-08-23,TSLA,SMAStrategy30,BUY,228.47999572753906,48,111507.66627013872,,
2021-08-23,GOOGL,SMAStrategy10,BUY,136.93486475189124,80,111507.66627013872,,
2021-08-23,AAPL,SMAStrategy10,BUY,145.0510124149276,76,111507.66627013872,,
2021-08-24,TSLA,SMAStrategy10,BUY,236.89332580566406,47,111640.8863171358,,
2021-08-26,AAPL,SMAStrategy10,TRADE_CLOSE,,0,110931.43239008178,2.9772959153996226,2.9772959153996226
2021-08-26,AAPL,SMAStrategy10,SELL,145.09018736118287,-76,110931.43239008178,,
2021-08-31,AAPL,SMAStrategy10,BUY,149.3054461965621,75,113307.5369105691,,
2021-09-09,GOOGL,SMAStrategy10,SELL,142.76182262055423,-80,113623.52422411971,,
2021-09-09,GOOGL,SMAStrategy10,TRADE_CLOSE,,0,113623.52422411971,466.15662949303896,466.15662949303896
2021-09-13,AAPL,SMAStrategy10,SELL,147.3200945733119,-75,112472.23962346424,,
2021-09-13,AAPL,SMAStrategy30,SELL,147.3200945733119,-76,112472.23962346424,,
2021-09-13,AAPL,SMAStrategy30,TRADE_CLOSE,,0,112472.23962346424,237.11689799829594,237.11689799829594
2021-09-13,AAPL,SMAStrategy10,TRADE_CLOSE,,0,112472.23962346424,-148.90137174376363,-148.90137174376363
2021-09-13,TSLA,SMAStrategy10,SELL,246.73666381835938,-47,112472.23962346424,,
2021-09-13,TSLA,SMAStrategy10,TRADE_CLOSE,,0,112472.23962346424,462.6368865966797,462.6368865966797
2021-09-14,AAPL,SMAStrategy30,BUY,147.0462435219262,76,112611.22867109568,,
2021-09-14,TSLA,SMAStrategy10,BUY,247.52333068847656,45,112611.22867109568,,
2021-09-15,MSFT,SMAStrategy10,BUY,292.89338425416526,38,113759.42533313933,,
2021-09-15,AAPL,SMAStrategy30,TRADE_CLOSE,,0,113759.42533313933,-133.05308185509307,-133.05308185509307
2021-09-15,AAPL,SMAStrategy30,SELL,145.29554507646444,-76,113759.42533313933,,
2021-09-16,GOOGL,SMAStrategy10,BUY,142.871012257135,79,113676.00388411278,,
2021-09-20,MSFT,SMAStrategy10,SELL,286.20019850680364,-38,110422.21349559352,,
2021-09-20,GOOGL,SMAStrategy10,SELL,137.12543075040233,-79,110422.21349559352,,
2021-09-20,MSFT,SMAStrategy10,TRADE_CLOSE,,0,110422.21349559352,-254.3410583997412,-254.3410583997412
2021-09-20,GOOGL,SMAStrategy10,TRADE_CLOSE,,0,110422.21349559352,-453.90093903188034,-453.90093903188034
2021-09-21,TSLA,SMAStrategy10,SELL,244.92999267578125,-45,110825.94535490191,,
2021-09-21,GOOGL,SMAStrategy30,TRADE_CLOSE,,0,110825.94535490191,2038.1950627108477,2038.1950627108477
2021-09-21,MSFT,SMAStrategy30,TRADE_CLOSE,,0,110825.94535490191,1784.3509582884963,1784.3509582884963
2021-09-21,GOOGL,SMAStrategy30,SELL,138.70152098037897,-86,110825.94535490191,,
2021-09-21,MSFT,SMAStrategy30,SELL,285.58212453468485,-40,110825.94535490191,,
2021-09-21,TSLA,SMAStrategy10,TRADE_CLOSE,,0,110825.94535490191,-116.70021057128906,-116.70021057128906
2021-09-23,MSFT,SMAStrategy30,BUY,288.63413359091027,38,111426.10493127935,,
2021-09-23,TSLA,SMAStrategy10,BUY,251.6666717529297,44,111426.10493127935,,
2021-09-24,GOOGL,SMAStrategy30,BUY,139.4846026662083,79,112302.45999366746,,
2021-09-24,MSFT,SMAStrategy10,BUY,288.0353256727739,38,112302.45999366746,,
2021-09-27,AAPL,SMAStrategy10,BUY,142.27343722725323,78,112070.96039927454,,
2021-09-27,GOOGL,SMAStrategy10,BUY,139.74860330168596,79,112070.96039927454,,
2021-09-28,GOOGL,SMAStrategy30,SELL,137.61522900485204,-79,110415.9148433185,,
2021-09-28,GOOGL,GoldenCrossStrategy1030,SELL,137.61522900485204,-84,110415.9148433185,,
2021-09-28,MSFT,GoldenCrossStrategy1030,TRADE_CLOSE,,0,110415.9148433185,1357.0675826083607,1357.0675826083607
2021-09-28,MSFT,SMAStrategy30,TRADE_CLOSE,,0,110415.9148433185,-332.1472404345932,-332.1472404345932
2021-09-28,MSFT,GoldenCrossStrategy1030,SELL,279.89341673736834,-40,110415.9148433185,,
